cell_id,ite,ite_lo,ite_hi,depth_zone,bathymetry,vessel_density,dvm_amplitude,is_treated,is_post_covid
LAT44.9_LON-41.8,-0.3499736492184483,-0.3580531614758823,-0.34189413696101423,deep,4500,0.4924912339227485,0.32195724115183055,0,0
LAT50.7_LON-1.1,-0.34594992315202555,-0.3590931667064111,-0.3328066795976402,shallow,60,0.0,1.4771425965776384,1,0
LAT57.5_LON7.6,-0.3532425258979988,-0.36174552247406877,-0.34473952932192886,shallow,95,1.108629645485307,1.2380962515327125,1,0
LAT50.2_LON-2.0,-0.34875763090304684,-0.35620900603955147,-0.3413062557665422,shallow,60,0.0,2.08926113025448,1,0
LAT36.4_LON-32.4,-0.3526915322091621,-0.387002449733266,-0.318380614685058,deep,4200,0.3837529716515744,-0.1223521977728477,0,0
LAT52.8_LON2.3,-0.34870322822761723,-0.35451601800778276,-0.3428904384474518,shallow,95,0.27694979510358114,1.7532465339095142,1,0
LAT54.5_LON2.5,-0.34870322822761723,-0.35451601800778276,-0.3428904384474518,shallow,95,1.021565272655688,1.7070454332862235,1,0
LAT54.2_LON6.6,-0.3491903755847196,-0.35475988674283254,-0.3436208644266068,shallow,95,0.4847478135096043,1.8775159016593774,1,0
LAT56.0_LON5.2,-0.3474664978593309,-0.354979093803519,-0.3399539019151432,shallow,95,0.07923654572501565,2.3145043578834987,1,1
LAT50.7_LON0.6,-0.35382080322818776,-0.3669243962186545,-0.3407172102377208,shallow,60,1.1036065787761582,1.137029686238924,1,0
LAT48.7_LON-3.9,-0.346628581420678,-0.36022057230921645,-0.33303659053213974,shallow,60,0.08647793031963402,1.05893328541404,1,1
LAT52.0_LON4.7,-0.3465721000694368,-0.35378549748545524,-0.3393587026534182,shallow,95,0.0,1.6305730246750811,1,0
LAT55.6_LON5.9,-0.3523364637159371,-0.3616084958432163,-0.34306443158865785,shallow,95,0.12467376742689343,1.9715751053936774,1,1
LAT50.7_LON-2.0,-0.34668193300020655,-0.35299984285319363,-0.3403640231472196,shallow,60,1.1901215479000138,1.2577435447457754,1,0
LAT50.1_LON-4.0,-0.34756817577103133,-0.3571964297532418,-0.3379399217888209,shallow,60,0.5627111608675738,1.6544798069135278,1,1
LAT49.3_LON-2.4,-0.3498739765093523,-0.3601410852678795,-0.33960686775082466,shallow,60,0.9167344502883876,1.2071665930065174,1,0
LAT54.9_LON6.6,-0.34421119325337807,-0.35828273815758144,-0.3301396483491748,shallow,95,0.3318819743176171,1.7331428612422102,1,0
LAT54.7_LON7.9,-0.3481711578843078,-0.3549446794657845,-0.34139763630283143,shallow,95,1.2463419314978648,1.606594508387599,1,0
LAT37.7_LON-33.8,-0.35350677251684537,-0.3892540050785997,-0.3177595399550908,deep,4200,0.0,0.3589055511751532,0,0
LAT55.0_LON5.4,-0.339207617612923,-0.349585090667397,-0.328830144558449,shallow,95,0.0,1.9248863299442196,1,0
LAT52.3_LON4.5,-0.3498519968651715,-0.3559369117893955,-0.3437670819409475,shallow,95,0.223945346652195,2.019023314232032,1,0
LAT50.0_LON-0.8,-0.3478737078805209,-0.3527354250849971,-0.3430119906760447,shallow,60,0.0,1.1545243045202578,1,0
LAT52.9_LON4.7,-0.35040844356114714,-0.35779392853804487,-0.3430229585842495,shallow,95,4.760339775091924,0.6195534623234213,1,0
LAT52.6_LON3.0,-0.3407839766326242,-0.3529473410612288,-0.3286206122040197,shallow,95,0.8382293449611992,1.171318600799276,1,0
LAT40.3_LON-43.9,-0.3531031993486192,-0.3625060343818983,-0.3437003643153401,deep,4500,0.5609659123852158,0.7014887002071446,0,0
LAT54.1_LON2.1,-0.34492977039486655,-0.3578006856250006,-0.3320588551647327,shallow,95,0.24040756434391042,1.425600525388961,1,0
LAT54.9_LON7.7,-0.33977866011031643,-0.3549936564738705,-0.3245636637467624,shallow,95,0.6126769698590843,1.479012271460871,1,0
LAT48.8_LON-2.5,-0.3391192890832199,-0.354955235156993,-0.32328334300944683,shallow,60,0.3829769186005176,1.5823133924098483,1,0
LAT53.4_LON4.9,-0.3490155653323374,-0.35524731014880306,-0.3427838205158714,shallow,95,1.11136476805723,1.6578809630266131,1,0
LAT57.0_LON6.0,-0.3489217458633399,-0.3534078468303623,-0.3444356448963174,shallow,95,0.2893147675120697,1.525048364808586,1,0
LAT49.4_LON-0.4,-0.3476970217071782,-0.35957317617944146,-0.33582086723491494,shallow,60,0.6952901567990281,1.2789308604936702,1,1
LAT52.0_LON3.8,-0.3523604039898116,-0.35981799352691524,-0.344902814452708,shallow,95,0.9876160571458326,1.3600786386240533,1,0
LAT49.6_LON-0.1,-0.34986929157094837,-0.3560994134253426,-0.34363916971655434,shallow,60,0.5999853100412822,1.6981323485703983,1,1
LAT55.5_LON5.8,-0.35186553911425295,-0.359537576806558,-0.3441935014219475,shallow,95,0.0,1.4188525244664838,1,0
LAT40.5_LON-36.9,-0.35327804749728453,-0.36322204115638645,-0.3433340538381827,deep,4500,0.10903680259933107,0.23058646671612193,0,0
LAT54.4_LON8.0,-0.3523604039898116,-0.35981799352691524,-0.344902814452708,shallow,95,0.34571399362115407,1.4490024176159593,1,1
LAT56.2_LON7.9,-0.34479936207121886,-0.3529778913691102,-0.3366208327733271,shallow,95,0.07600821784182028,1.5463495922375154,1,0
LAT50.3_LON-4.6,-0.3468526166914831,-0.35859149481232927,-0.3351137385706369,shallow,60,1.2391521635768754,1.572256081288069,1,0
LAT54.1_LON5.4,-0.3429471001612087,-0.3577375643391882,-0.32815663598322914,shallow,95,0.0,2.265355467110324,1,0
LAT52.6_LON4.1,-0.34478187498051444,-0.35689508527275926,-0.3326686646882695,shallow,95,0.2034204038127581,1.7079741267939479,1,0
LAT52.4_LON3.2,-0.35538908902361355,-0.36501024255549286,-0.34576793549173435,shallow,95,0.6868661423127593,1.6497234571545232,1,0
LAT55.6_LON2.7,-0.352014895239907,-0.360648415031122,-0.34338137544869174,shallow,95,0.5060094487683562,1.0769418065357688,1,0
LAT52.7_LON4.4,-0.34735671401236085,-0.35710653509167195,-0.33760689293304996,shallow,95,0.11420724495840584,1.6945081725258955,1,0
LAT56.1_LON7.6,-0.3525027829970809,-0.36060535394767407,-0.3444002120464876,shallow,95,1.159526653438535,0.9960844884278479,1,0
LAT55.1_LON3.0,-0.3439484552925325,-0.3554474903177586,-0.3324494202673062,shallow,95,0.0,1.6500701888523481,1,0
LAT50.0_LON0.1,-0.34756792119131885,-0.3550894103122746,-0.34004643207036334,shallow,60,0.5153208644642722,1.418873627580015,1,0
LAT55.0_LON7.1,-0.35366110051923116,-0.3632580247997802,-0.344064176238682,shallow,95,0.04499832191850516,1.7400190153543122,1,1
LAT49.4_LON0.3,-0.3387373767965173,-0.34845820008437106,-0.3290165535086636,shallow,60,0.0,1.9935630597561032,1,0
LAT49.6_LON-2.2,-0.3557361580816255,-0.3728987296606525,-0.33857358650259817,shallow,60,1.1441864369233228,0.9639720110694938,1,0
LAT50.6_LON-0.1,-0.35070262344597175,-0.37041685489342746,-0.33098839199851593,shallow,60,1.0658152207979388,1.6195935140929056,1,0
LAT56.9_LON2.9,-0.339062808769106,-0.3503221582456765,-0.3278034592925355,shallow,95,0.0,1.7975342321508707,1,0
LAT51.2_LON1.6,-0.34608334181666167,-0.353337878670738,-0.33882880496258533,shallow,60,0.6751861135654713,1.2546380570928175,1,0
LAT40.6_LON-37.3,-0.35277215297025954,-0.363011937712727,-0.3425323682277921,deep,4500,0.016575942721240765,0.20521302590864993,0,0
LAT40.4_LON-43.0,-0.35237565402853904,-0.36388034576111294,-0.34087096229596514,deep,4500,0.15939982673031172,0.08903001656574322,0,0
LAT52.8_LON4.1,-0.351020303043235,-0.3581624704670868,-0.3438781356193831,shallow,95,0.016496200896451763,1.9182235171505857,1,0
LAT49.2_LON-4.5,-0.34427779423679566,-0.34956482868777206,-0.3389907597858194,shallow,60,0.43799614125280323,1.524773648024134,1,0
LAT39.3_LON-32.9,-0.3478873505620832,-0.35598446296134867,-0.3397902381628176,deep,4200,0.0,0.5953507762269337,0,1
LAT50.5_LON-2.8,-0.35681230348912923,-0.3812465256595802,-0.332378081318679,shallow,60,0.3444679628397694,1.5737327988787957,1,1
LAT54.5_LON8.0,-0.34674146812309425,-0.361183177208156,-0.3322997590380325,shallow,95,0.43952628073868155,1.8558247160942758,1,0
LAT57.5_LON7.0,-0.34781288772165087,-0.3608256143595682,-0.3348001610837336,shallow,95,0.26168596362315605,1.2744236235857573,1,1
LAT39.9_LON-33.2,-0.35350204150746617,-0.3741017877768774,-0.33290229523805503,deep,4200,0.19083061520533737,0.39869824740298504,0,1
LAT51.5_LON1.1,-0.3466622620913661,-0.3537480010715596,-0.33957652311117287,shallow,60,0.5223320554012103,1.4239941470345652,1,0
LAT49.4_LON-4.6,-0.35041838956373134,-0.36302367632738686,-0.33781310280007626,shallow,60,0.0,1.5261199069836255,1,0
LAT57.9_LON4.6,-0.34799893711536295,-0.3547134632291607,-0.3412844110015653,shallow,95,0.4734113531745112,1.4493387069698622,1,0
LAT37.4_LON-33.4,-0.3525079919952351,-0.36232251674595345,-0.3426934672445167,deep,4200,0.0,0.686329962975686,0,0
LAT49.9_LON-4.9,-0.34808997152016863,-0.3553721680672115,-0.34080777497312575,shallow,60,0.5462448095442878,1.2238169625525959,1,0
LAT41.2_LON-43.4,-0.34888855295971105,-0.35765274374440714,-0.34012436217501474,deep,4500,0.48730945351271543,0.32633526484391456,0,0
LAT38.5_LON-35.7,-0.34775006394847513,-0.3573324778371962,-0.33816765005975435,deep,4200,0.0,0.07907694200381543,0,0
LAT48.8_LON-2.7,-0.35038277397527434,-0.35986901303009733,-0.34089653492045147,shallow,60,0.6645494915751725,0.9491180032470721,1,0
LAT50.0_LON-3.3,-0.34694199858475677,-0.35552787375890804,-0.3383561234106055,shallow,60,1.999450493279126,0.7126960333564901,1,0
LAT40.2_LON-44.5,-0.35218313058173206,-0.3640572551459639,-0.3403090060175,deep,4500,0.05714347473681387,0.26012835321968764,0,0
LAT56.4_LON7.1,-0.3474664978593309,-0.354979093803519,-0.3399539019151432,shallow,95,0.4913159532400386,1.8177119944129752,1,0
LAT49.4_LON-3.7,-0.34755253780464374,-0.3528346117907923,-0.3422704638184952,shallow,60,0.5589237637274729,2.2209133696746584,1,0
LAT52.6_LON4.0,-0.34511081669912846,-0.3511046537515495,-0.33911697964670723,shallow,95,0.17277232670869794,1.9954018406643008,1,0
LAT52.2_LON2.0,-0.35305537527722497,-0.3605656194125669,-0.3455451311418835,shallow,95,0.6268939196216845,1.6223564438974067,1,0
LAT38.4_LON-36.5,-0.3539075547456014,-0.37004003950702014,-0.3377750699841826,deep,4200,0.0,-0.03901826344111842,0,0
LAT49.6_LON-3.4,-0.35257758104332915,-0.36672133420235375,-0.33843382788430454,shallow,60,0.0,1.76584511896733,1,0
LAT37.9_LON-39.1,-0.35017646715448253,-0.3599878025180475,-0.34036513179091765,deep,4200,0.5450535602887161,0.2502935060355079,0,0
LAT37.5_LON-39.4,-0.3532610293936222,-0.3810042920278546,-0.3255177667593898,deep,4200,0.0,0.26531431961896523,0,0
LAT37.6_LON-38.0,-0.35140528714417163,-0.3599890371289416,-0.34282153715940156,deep,4200,0.0,0.620794655092423,0,0
LAT49.7_LON-4.8,-0.35122587112893394,-0.36243935820670736,-0.34001238405116063,shallow,60,1.2589687826056306,1.2023431682369088,1,0
LAT35.7_LON-30.6,-0.35324529384680403,-0.36389019704808623,-0.3426003906455217,deep,4200,0.44126708298513356,-0.03307801701616975,0,0
LAT48.9_LON-1.6,-0.34575606139803433,-0.3542023229808485,-0.33730979981522025,shallow,60,1.3021823427938086,1.180284218059425,1,0
LAT53.0_LON2.9,-0.3393098909757953,-0.35091157717855437,-0.32770820477303597,shallow,95,0.03138165145860605,1.9874631270164655,1,0
LAT56.8_LON6.2,-0.34801276793801633,-0.35214531803646165,-0.343880217839571,shallow,95,0.5124563890243908,1.4300355252530295,1,0
LAT57.8_LON7.2,-0.3478754458138492,-0.3569796099595684,-0.33877128166813014,shallow,95,0.003888710570796799,1.771414744667425,1,1
LAT38.3_LON-35.5,-0.3532977764030631,-0.3877683308970262,-0.31882722190909973,deep,4200,0.5070291872286794,0.43564735570821317,0,0
LAT49.5_LON-4.4,-0.3524217220856273,-0.36631317534963126,-0.3385302688216233,shallow,60,1.019730541895618,1.26705569406805,1,0
LAT56.4_LON2.2,-0.34826254081018837,-0.35505509582280687,-0.3414699857975699,shallow,95,0.09088981567299564,1.8072379779720755,1,0
LAT50.2_LON-3.9,-0.34138203249864724,-0.3548214890171772,-0.3279425759801173,shallow,60,0.351771350704975,1.1908191132030286,1,0
LAT49.3_LON-4.0,-0.34755307265937485,-0.3548770763721422,-0.3402290689466078,shallow,60,1.1381124607486977,0.9516292486650091,1,0
LAT52.5_LON2.2,-0.34343229396328895,-0.3511510338706113,-0.3357135540559665,shallow,95,0.0,1.4320288976798519,1,0
LAT38.0_LON-37.1,-0.3549432453140006,-0.3790360575469462,-0.33085043308105533,deep,4200,0.0,0.9022824306497041,0,0
LAT51.8_LON1.3,-0.3468526166914831,-0.35859149481232927,-0.3351137385706369,shallow,60,0.0,0.9931995619309615,1,0
LAT35.5_LON-31.2,-0.35495628211837305,-0.3774578737598674,-0.3324546904768788,deep,4200,0.09582104749685336,0.7035902368651591,0,0
LAT50.3_LON-4.5,-0.35581735085093,-0.37411358208185774,-0.3375211196200023,shallow,60,1.0825366786835209,0.8847992449966355,1,0
LAT52.4_LON2.7,-0.3532425258979988,-0.36174552247406877,-0.34473952932192886,shallow,95,0.0,1.523116405339494,1,0
LAT58.0_LON5.1,-0.34702782121521053,-0.3569113286940095,-0.33714431373641157,shallow,95,0.0,1.7809772547177751,1,0
LAT40.8_LON-44.6,-0.35169329019745316,-0.367446846779398,-0.33593973361550855,deep,4500,0.24397363334479008,0.1883980738861808,0,0
LAT50.0_LON-0.2,-0.34756792119131885,-0.3550894103122746,-0.34004643207036334,shallow,60,0.8167959011172566,1.2691226351329816,1,0
LAT53.2_LON4.2,-0.3460934103754597,-0.35612700021904176,-0.33605982053187744,shallow,95,0.34091545867977824,1.4988423929602288,1,0
LAT37.2_LON-32.2,-0.3524758875711758,-0.3624779426729463,-0.34247383246940544,deep,4200,0.0,0.3410663049183941,0,0
LAT48.7_LON-2.9,-0.3534163534838307,-0.36666754763648385,-0.34016515933117736,shallow,60,0.0,1.8902456045087725,1,0
LAT51.5_LON1.1,-0.34652864666679584,-0.35535163111164414,-0.3377056622219471,shallow,60,0.0,1.8401204016554398,1,0
LAT49.7_LON-3.3,-0.34792223213167994,-0.35525900503594526,-0.3405854592274145,shallow,60,0.25036905080871413,1.8003748470702319,1,1
LAT43.4_LON-39.3,-0.35471441472993503,-0.36626754591062843,-0.3431612835492412,deep,4500,0.29499452012363414,0.6250076902141772,0,0
LAT56.8_LON7.6,-0.3457059146409344,-0.352067847530788,-0.3393439817510807,shallow,95,0.0,1.7078402942515027,1,0
LAT55.4_LON2.1,-0.3475466362109249,-0.35633547671039745,-0.3387577957114526,shallow,95,0.8305546098482782,1.4003013147883743,1,0
LAT36.8_LON-37.9,-0.3538018936548939,-0.37869890864187045,-0.3289048786679177,deep,4200,0.25654916889369367,0.4728989938557787,0,0
LAT57.6_LON5.8,-0.3483852148693942,-0.3672361876916633,-0.3295342420471253,shallow,95,0.0,1.4651147286538775,1,0
LAT50.2_LON-2.4,-0.35113568301764786,-0.36335466298331726,-0.33891670305197846,shallow,60,1.0227663550378188,1.1897346593898281,1,0
LAT42.5_LON-38.0,-0.3477059815097414,-0.3617763924367622,-0.3336355705827207,deep,4500,0.022878682984425396,0.10994602758261748,0,0
LAT35.2_LON-38.6,-0.35265093377473167,-0.36194132233005644,-0.3433605452194069,deep,4200,0.0,0.10670916271601799,0,0
LAT50.1_LON1.0,-0.3468900089975148,-0.3658795010162063,-0.32790051697882333,shallow,60,1.8480716169942948,0.6092080128464246,1,0
LAT57.8_LON5.5,-0.3468256540628926,-0.35582668181361937,-0.3378246263121661,shallow,95,1.0271168757313935,0.8576480157591639,1,0
LAT50.7_LON0.3,-0.35595625194298786,-0.3719218897069594,-0.339990614179016,shallow,60,0.10538181728784231,1.8382184264742494,1,1
LAT57.4_LON6.4,-0.3487591154389184,-0.35533400991400504,-0.34218422096383144,shallow,95,0.0,1.2575138600977611,1,0
LAT53.4_LON5.8,-0.3348259658337243,-0.3500535352772078,-0.3195983963902405,shallow,95,1.8494661648684174,1.8813200443468185,1,0
LAT38.1_LON-39.9,-0.35429276249819314,-0.36817117359664975,-0.34041435139973664,deep,4200,0.9312698442857622,0.07117814086061001,0,0
LAT37.4_LON-33.2,-0.3504964483846868,-0.36167612593802,-0.33931677083135336,deep,4200,0.4659619970757721,0.32822897160798803,0,1
LAT52.2_LON5.3,-0.3518247951361931,-0.35950367410289685,-0.344145916169489,shallow,95,0.0,1.0506512737560785,1,0
LAT51.7_LON1.9,-0.34969139858917725,-0.35781172889903606,-0.34157106827931843,shallow,60,0.0,1.8328474731405278,1,0
LAT49.9_LON-2.6,-0.34822345212149186,-0.355134741030455,-0.3413121632125286,shallow,60,0.14774781683958635,1.8862600394589868,1,1
LAT50.3_LON0.9,-0.34503641393279444,-0.3566696549833035,-0.33340317288228494,shallow,60,1.1972338048512856,1.1413062044600624,1,0
LAT49.6_LON-4.0,-0.35554668793948774,-0.3730694827427346,-0.3380238931362411,shallow,60,1.117262054501713,1.7495614614992445,1,0
LAT53.2_LON2.6,-0.34879362468842834,-0.3546932085493475,-0.3428940408275095,shallow,95,0.0,2.1625436575885923,1,0
LAT49.5_LON0.1,-0.34481393659282394,-0.3529162799938638,-0.3367115931917844,shallow,60,0.0,1.8542550048921964,1,0
LAT49.9_LON-1.9,-0.3531495959188398,-0.36373785105026873,-0.3425613407874109,shallow,60,0.29089004535443286,1.6496733813950617,1,0
LAT41.2_LON-44.9,-0.35356242021417406,-0.3715500238065982,-0.3355748166217495,deep,4500,0.0,1.1106011033029863,0,1
LAT40.0_LON-37.5,-0.35151334586290456,-0.3691471466655764,-0.33387954506023265,deep,4200,0.0,-0.15871952090248126,0,0
LAT49.5_LON-3.5,-0.34814853441108334,-0.3550337957103661,-0.3412632731118005,shallow,60,0.28768230930985655,1.0694868881581283,1,1
LAT51.7_LON1.5,-0.3465104901923769,-0.355885388931498,-0.33713559145325556,shallow,60,0.011235509264225507,1.8807345023729716,1,1
LAT57.4_LON6.1,-0.3395867380846157,-0.35632202666141344,-0.32285144950781797,shallow,95,0.0,2.0911556481199307,1,0
LAT55.7_LON6.2,-0.3367650874632205,-0.3454603135570458,-0.3280698613693956,shallow,95,0.0,1.5287309206225148,1,0
LAT49.6_LON-3.5,-0.34883790772113094,-0.35756990393475213,-0.34010591150750985,shallow,60,1.0732106256509244,1.4524656918987748,1,0
LAT55.5_LON5.7,-0.3513992038273588,-0.3622119970807927,-0.34058641057392475,shallow,95,0.0869101755074205,1.9764229719710227,1,1
LAT38.0_LON-35.8,-0.3476590274472018,-0.35565342533321675,-0.3396646295611867,deep,4200,0.19172114721504943,0.026231353705572502,0,0
LAT54.6_LON2.8,-0.33975981983430026,-0.3490398061177655,-0.330479833550835,shallow,95,0.6088739985002428,1.7764975833322745,1,0
LAT39.5_LON-35.1,-0.354492263540044,-0.37920009532087456,-0.3297844317592136,deep,4200,0.0,-0.11332168086621602,0,0
LAT35.3_LON-38.2,-0.35000001868532343,-0.35980680009589716,-0.3401932372747497,deep,4200,0.0,0.3722993602513986,0,0
LAT57.6_LON5.0,-0.35311723460686983,-0.36052340125658533,-0.34571106795715456,shallow,95,0.5720979863893685,1.805755016286803,1,0
LAT37.8_LON-38.4,-0.35519866662709587,-0.3850873443214212,-0.3253099889327705,deep,4200,0.0,0.6076458143349437,0,0
LAT57.5_LON8.0,-0.34931085116319416,-0.3548196489634826,-0.3438020533629057,shallow,95,0.6185058033476606,1.901786359846677,1,0
LAT50.4_LON1.0,-0.3471170581148632,-0.3610784202219555,-0.3331556960077709,shallow,60,2.488996153864398,0.7013323407870315,1,0
LAT49.8_LON-2.4,-0.3556774919860902,-0.3738746711184203,-0.33748031285376,shallow,60,0.6331559327714267,0.8169352490322884,1,0
LAT50.7_LON-1.6,-0.34463119222988914,-0.35260326772596734,-0.33665911673381127,shallow,60,0.0,1.964267287710888,1,0
LAT53.6_LON4.6,-0.35538908902361355,-0.36501024255549286,-0.34576793549173435,shallow,95,1.1395663548119692,0.9931400846780101,1,0
LAT52.3_LON4.4,-0.340361610024647,-0.3515806386138206,-0.32914258143547315,shallow,95,1.028156495343024,1.5114578196957378,1,0
