cell_id,mean_ite,bathymetry,depth_zone
LAT35.1_LON-36.8,-0.350530568916512,4200,deep
LAT35.1_LON-36.9,-0.34721089033074903,4200,deep
LAT35.1_LON-37.0,-0.3521815451896637,4200,deep
LAT35.1_LON-37.1,-0.34707294796703914,4200,deep
LAT35.1_LON-37.2,-0.3492222732792386,4200,deep
LAT35.1_LON-37.3,-0.3532806301566714,4200,deep
LAT35.1_LON-37.4,-0.35425119328023336,4200,deep
LAT35.1_LON-37.5,-0.3490464912947141,4200,deep
LAT35.1_LON-37.6,-0.3726079999552324,4200,deep
LAT35.1_LON-37.9,-0.35284399096635555,4200,deep
LAT35.1_LON-38.0,-0.35197628288294136,4200,deep
LAT35.1_LON-38.2,-0.35240439752158925,4200,deep
LAT35.1_LON-38.3,-0.35046766335388185,4200,deep
LAT35.1_LON-38.5,-0.34889162660705947,4200,deep
LAT35.1_LON-38.8,-0.35072078700623993,4200,deep
LAT35.1_LON-38.9,-0.3502656344399044,4200,deep
LAT35.1_LON-39.0,-0.3538004346373573,4200,deep
LAT35.1_LON-39.1,-0.3513739587203727,4200,deep
LAT35.1_LON-39.4,-0.3479766504775704,4200,deep
LAT35.1_LON-39.5,-0.3507845461601292,4200,deep
LAT35.1_LON-39.7,-0.3542571264574166,4200,deep
LAT35.1_LON-39.8,-0.3612096533148164,4200,deep
LAT35.2_LON-30.0,-0.3531835236243004,4200,deep
LAT35.2_LON-30.1,-0.3506706468425632,4200,deep
LAT35.2_LON-30.2,-0.3469899383897426,4200,deep
LAT35.2_LON-30.3,-0.35003695319557376,4200,deep
LAT35.2_LON-31.1,-0.35373015291260246,4200,deep
LAT35.2_LON-31.2,-0.36429983096751595,4200,deep
LAT35.2_LON-31.3,-0.3557115808285952,4200,deep
LAT35.2_LON-31.4,-0.35421609635129975,4200,deep
LAT35.2_LON-31.6,-0.36169582948053997,4200,deep
LAT35.2_LON-32.0,-0.35312227431272686,4200,deep
LAT35.2_LON-32.7,-0.3523544526664454,4200,deep
LAT35.2_LON-32.8,-0.34881354482494153,4200,deep
LAT35.2_LON-32.9,-0.34787841736910297,4200,deep
LAT35.2_LON-33.0,-0.35491888055457144,4200,deep
LAT35.2_LON-33.3,-0.3683229618700674,4200,deep
LAT35.2_LON-33.4,-0.35446255533986304,4200,deep
LAT35.2_LON-33.6,-0.35283486086940313,4200,deep
LAT35.2_LON-33.8,-0.3464408216688852,4200,deep
LAT35.2_LON-34.0,-0.3556891143020412,4200,deep
LAT35.2_LON-34.3,-0.35425215096789026,4200,deep
LAT35.2_LON-34.4,-0.35245779814739464,4200,deep
LAT35.2_LON-34.5,-0.35019832230060843,4200,deep
LAT35.2_LON-34.7,-0.35685032628281127,4200,deep
LAT35.2_LON-34.8,-0.3506790340590733,4200,deep
LAT35.2_LON-34.9,-0.351095669435363,4200,deep
LAT35.2_LON-35.1,-0.3497349761378586,4200,deep
LAT35.2_LON-35.2,-0.35513697414518236,4200,deep
LAT35.2_LON-35.4,-0.3499403142571654,4200,deep
LAT35.2_LON-35.6,-0.3529433090991441,4200,deep
LAT35.2_LON-35.7,-0.3726079999552324,4200,deep
LAT35.2_LON-35.8,-0.3522783943334704,4200,deep
LAT35.2_LON-35.9,-0.3558289800227046,4200,deep
LAT35.2_LON-36.0,-0.3551771570799551,4200,deep
LAT35.2_LON-36.1,-0.3510289579394031,4200,deep
LAT35.2_LON-36.2,-0.3519261711323622,4200,deep
LAT35.2_LON-36.4,-0.3607674158706107,4200,deep
LAT35.2_LON-36.5,-0.350479407993875,4200,deep
LAT35.2_LON-36.6,-0.35055688030246285,4200,deep
LAT35.2_LON-36.7,-0.3482494542393089,4200,deep
LAT35.2_LON-37.1,-0.3530404904239228,4200,deep
LAT35.2_LON-37.2,-0.3497005723428839,4200,deep
LAT35.2_LON-37.3,-0.35346663260875566,4200,deep
LAT35.2_LON-37.4,-0.35052532121067137,4200,deep
LAT35.2_LON-37.7,-0.35311380924923497,4200,deep
LAT35.2_LON-37.8,-0.3479077168112412,4200,deep
LAT35.2_LON-37.9,-0.35400215906157906,4200,deep
LAT35.2_LON-38.0,-0.35535747588044175,4200,deep
LAT35.2_LON-38.2,-0.3705227805462701,4200,deep
LAT35.2_LON-38.3,-0.3502656344399044,4200,deep
LAT35.2_LON-38.4,-0.34784941599829255,4200,deep
LAT35.2_LON-38.5,-0.3525970193052542,4200,deep
LAT35.2_LON-38.6,-0.3536364271822561,4200,deep
LAT35.2_LON-39.0,-0.35530991838987264,4200,deep
LAT35.2_LON-39.1,-0.3549330979299929,4200,deep
LAT35.2_LON-39.2,-0.34863248419146675,4200,deep
LAT35.2_LON-39.5,-0.35312050506603354,4200,deep
LAT35.2_LON-39.8,-0.3497349761378586,4200,deep
LAT35.2_LON-39.9,-0.3483576005315795,4200,deep
LAT35.2_LON-40.0,-0.35052269224637655,4200,deep
LAT35.3_LON-30.1,-0.3456494889461011,4200,deep
LAT35.3_LON-30.2,-0.3521815451896637,4200,deep
LAT35.3_LON-30.3,-0.35262632236547664,4200,deep
LAT35.3_LON-30.4,-0.35518532100135847,4200,deep
LAT35.3_LON-30.5,-0.3498603762744006,4200,deep
LAT35.3_LON-30.6,-0.35269294797674805,4200,deep
LAT35.3_LON-30.7,-0.35113724842981253,4200,deep
LAT35.3_LON-30.8,-0.35052532121067137,4200,deep
LAT35.3_LON-31.0,-0.3514009895431164,4200,deep
LAT35.3_LON-31.1,-0.35161613511556167,4200,deep
LAT35.3_LON-31.2,-0.34737861274287957,4200,deep
LAT35.3_LON-31.3,-0.3622417610341372,4200,deep
LAT35.3_LON-31.4,-0.3471284334933285,4200,deep
LAT35.3_LON-31.5,-0.35249292938804716,4200,deep
LAT35.3_LON-32.5,-0.350689199440453,4200,deep
LAT35.3_LON-32.9,-0.352344333970789,4200,deep
LAT35.3_LON-33.1,-0.3535211661895738,4200,deep
LAT35.3_LON-33.2,-0.35335011848214737,4200,deep
LAT35.3_LON-33.8,-0.34929934576101856,4200,deep
LAT35.3_LON-33.9,-0.35406827685524567,4200,deep
LAT35.3_LON-34.1,-0.3521797559294178,4200,deep
LAT35.3_LON-34.2,-0.3544162319940708,4200,deep
LAT35.3_LON-34.3,-0.3519122840807382,4200,deep
LAT35.3_LON-34.4,-0.35344122346986356,4200,deep
LAT35.3_LON-34.5,-0.3511907686713234,4200,deep
LAT35.3_LON-34.6,-0.35055688030246285,4200,deep
LAT35.3_LON-34.7,-0.3514448122807336,4200,deep
LAT35.3_LON-34.8,-0.35504931888248503,4200,deep
LAT35.3_LON-34.9,-0.3531246160166024,4200,deep
LAT35.3_LON-35.0,-0.35227594301410986,4200,deep
LAT35.3_LON-35.1,-0.3476115504493052,4200,deep
LAT35.3_LON-35.3,-0.3504113585683662,4200,deep
LAT35.3_LON-35.4,-0.35329498676232196,4200,deep
LAT35.3_LON-35.6,-0.3508489543875344,4200,deep
LAT35.3_LON-35.8,-0.35317430605030403,4200,deep
LAT35.3_LON-35.9,-0.34952132186725393,4200,deep
LAT35.3_LON-36.0,-0.3539699156092801,4200,deep
LAT35.3_LON-36.2,-0.35078130112327605,4200,deep
LAT35.3_LON-36.4,-0.3508262121598272,4200,deep
LAT35.3_LON-36.6,-0.3524562921727893,4200,deep
LAT35.3_LON-36.8,-0.3545657180014556,4200,deep
LAT35.3_LON-37.0,-0.3508341168483318,4200,deep
LAT35.3_LON-37.2,-0.35255692395039145,4200,deep
LAT35.3_LON-37.3,-0.3525096621714586,4200,deep
LAT35.3_LON-37.5,-0.35308785956282146,4200,deep
LAT35.3_LON-37.6,-0.35258089429820505,4200,deep
LAT35.3_LON-37.7,-0.35891228230155164,4200,deep
LAT35.3_LON-37.8,-0.3505695674683575,4200,deep
LAT35.3_LON-37.9,-0.3519711990505532,4200,deep
LAT35.3_LON-38.0,-0.3496911430429349,4200,deep
LAT35.3_LON-38.1,-0.35203441016959547,4200,deep
LAT35.3_LON-38.2,-0.3500430510998704,4200,deep
LAT35.3_LON-38.3,-0.3507220062430996,4200,deep
LAT35.3_LON-38.4,-0.34739381017008997,4200,deep
LAT35.3_LON-38.5,-0.3526529272259047,4200,deep
LAT35.3_LON-38.6,-0.3521914980781526,4200,deep
LAT35.3_LON-38.7,-0.35975336478601916,4200,deep
LAT35.3_LON-38.8,-0.34773606281084085,4200,deep
LAT35.3_LON-38.9,-0.3506706468425632,4200,deep
LAT35.3_LON-39.0,-0.35423511928831347,4200,deep
LAT35.3_LON-39.1,-0.3539699156092801,4200,deep
LAT35.3_LON-39.2,-0.35271493190799796,4200,deep
LAT35.3_LON-39.4,-0.355372607931121,4200,deep
LAT35.3_LON-39.7,-0.35127162575164755,4200,deep
LAT35.3_LON-39.8,-0.351321268135437,4200,deep
LAT35.3_LON-40.0,-0.3479882154514808,4200,deep
LAT35.4_LON-30.1,-0.35375459607479265,4200,deep
LAT35.4_LON-30.2,-0.35280944121095736,4200,deep
LAT35.4_LON-30.3,-0.34804320038873787,4200,deep
LAT35.4_LON-30.7,-0.3568031754419662,4200,deep
LAT35.4_LON-30.9,-0.3543812078694695,4200,deep
LAT35.4_LON-31.0,-0.3514742265132322,4200,deep
LAT35.4_LON-31.2,-0.35764730172646747,4200,deep
LAT35.4_LON-31.4,-0.35312481098507154,4200,deep
LAT35.4_LON-31.5,-0.36770158472520653,4200,deep
LAT35.4_LON-32.1,-0.3521815451896637,4200,deep
LAT35.4_LON-32.2,-0.3475494634725293,4200,deep
LAT35.4_LON-32.7,-0.3511474209060349,4200,deep
LAT35.4_LON-33.2,-0.35255091772179487,4200,deep
LAT35.4_LON-33.5,-0.35317430605030403,4200,deep
LAT35.4_LON-33.6,-0.3521815451896637,4200,deep
LAT35.4_LON-33.7,-0.3531032622630197,4200,deep
LAT35.4_LON-34.0,-0.3531625701242007,4200,deep
LAT35.4_LON-34.1,-0.3545843262381538,4200,deep
LAT35.4_LON-34.2,-0.3600411394531553,4200,deep
LAT35.4_LON-34.6,-0.3542836568326122,4200,deep
LAT35.4_LON-34.7,-0.3528358963201599,4200,deep
LAT35.4_LON-34.8,-0.3546506949420199,4200,deep
LAT35.4_LON-34.9,-0.35466173514455296,4200,deep
LAT35.4_LON-35.0,-0.35503322105571444,4200,deep
LAT35.4_LON-35.1,-0.35321436752518676,4200,deep
LAT35.4_LON-35.4,-0.35249725708383484,4200,deep
LAT35.4_LON-35.5,-0.3511652793120834,4200,deep
LAT35.4_LON-35.6,-0.3490475738789367,4200,deep
LAT35.4_LON-35.7,-0.3705687358889008,4200,deep
LAT35.4_LON-35.8,-0.3492437526913163,4200,deep
LAT35.4_LON-35.9,-0.3548464241727293,4200,deep
LAT35.4_LON-36.1,-0.35385702898256255,4200,deep
LAT35.4_LON-36.2,-0.34784988602983286,4200,deep
LAT35.4_LON-36.4,-0.3625588310633455,4200,deep
LAT35.4_LON-36.5,-0.35444315556314565,4200,deep
LAT35.4_LON-36.7,-0.35249292938804716,4200,deep
LAT35.4_LON-37.0,-0.3510921292447096,4200,deep
LAT35.4_LON-37.4,-0.35280354145051934,4200,deep
LAT35.4_LON-37.7,-0.35136797227402033,4200,deep
LAT35.4_LON-37.8,-0.3508323014742192,4200,deep
LAT35.4_LON-37.9,-0.3493528785904826,4200,deep
LAT35.4_LON-38.3,-0.3509431093565196,4200,deep
LAT35.4_LON-38.5,-0.3533502292654728,4200,deep
LAT35.4_LON-39.0,-0.35146343802756713,4200,deep
LAT35.4_LON-39.1,-0.35586086814374807,4200,deep
LAT35.4_LON-39.2,-0.3481472505739014,4200,deep
LAT35.4_LON-39.3,-0.3503722683778688,4200,deep
LAT35.4_LON-39.4,-0.3716405648403858,4200,deep
LAT35.4_LON-39.5,-0.3478756836371393,4200,deep
LAT35.4_LON-39.6,-0.3488450266384527,4200,deep
LAT35.4_LON-39.7,-0.3622178490003757,4200,deep
LAT35.5_LON-30.3,-0.3726079999552324,4200,deep
LAT35.5_LON-30.6,-0.3521851113696134,4200,deep
LAT35.5_LON-30.8,-0.35109348014820313,4200,deep
LAT35.5_LON-30.9,-0.3469523818397994,4200,deep
LAT35.5_LON-31.0,-0.3508462273198831,4200,deep
LAT35.5_LON-31.1,-0.35815477859378775,4200,deep
LAT35.5_LON-31.2,-0.35508299411906985,4200,deep
LAT35.5_LON-31.3,-0.3607421263850405,4200,deep
LAT35.5_LON-31.5,-0.3501223346444802,4200,deep
LAT35.5_LON-31.7,-0.36054449556212564,4200,deep
LAT35.5_LON-31.8,-0.3548464241727293,4200,deep
LAT35.5_LON-32.4,-0.351043414641239,4200,deep
LAT35.5_LON-32.7,-0.35535747588044175,4200,deep
LAT35.5_LON-32.8,-0.3539699156092801,4200,deep
LAT35.5_LON-33.1,-0.35539197860210625,4200,deep
LAT35.5_LON-33.3,-0.35535747588044175,4200,deep
LAT35.5_LON-33.7,-0.355287872671248,4200,deep
LAT35.5_LON-33.8,-0.3539699156092801,4200,deep
LAT35.5_LON-33.9,-0.3490342473606682,4200,deep
LAT35.5_LON-34.0,-0.3475494634725293,4200,deep
LAT35.5_LON-34.1,-0.3524367070757592,4200,deep
LAT35.5_LON-34.3,-0.3558577440821763,4200,deep
LAT35.5_LON-34.4,-0.350087604932871,4200,deep
LAT35.5_LON-34.5,-0.35386143849939855,4200,deep
LAT35.5_LON-34.7,-0.35189199162783447,4200,deep
LAT35.5_LON-34.8,-0.35437203341416873,4200,deep
LAT35.5_LON-34.9,-0.35003695319557376,4200,deep
LAT35.5_LON-35.3,-0.35218115708700426,4200,deep
LAT35.5_LON-35.4,-0.3600065506235078,4200,deep
LAT35.5_LON-35.5,-0.3704131330458862,4200,deep
LAT35.5_LON-35.6,-0.34797239650906076,4200,deep
LAT35.5_LON-35.7,-0.3534434794655995,4200,deep
LAT35.5_LON-35.8,-0.35061003214903075,4200,deep
LAT35.5_LON-35.9,-0.3521722459131557,4200,deep
LAT35.5_LON-36.0,-0.3474385519556473,4200,deep
LAT35.5_LON-36.2,-0.3528233181255499,4200,deep
LAT35.5_LON-36.7,-0.3479833729263156,4200,deep
LAT35.5_LON-37.1,-0.3531561395453471,4200,deep
LAT35.5_LON-37.2,-0.35218420585622157,4200,deep
LAT35.5_LON-37.3,-0.3520257789422157,4200,deep
LAT35.5_LON-37.4,-0.3522245834933252,4200,deep
LAT35.5_LON-37.5,-0.3726079999552324,4200,deep
LAT35.5_LON-37.6,-0.3624117138729478,4200,deep
LAT35.5_LON-37.7,-0.34717059489037533,4200,deep
LAT35.5_LON-37.8,-0.35298954268325433,4200,deep
LAT35.5_LON-37.9,-0.35101175227199993,4200,deep
LAT35.5_LON-38.0,-0.34981716052464984,4200,deep
LAT35.5_LON-38.4,-0.3497005723428839,4200,deep
LAT35.5_LON-38.8,-0.35535747588044175,4200,deep
LAT35.5_LON-39.0,-0.35317430605030403,4200,deep
LAT35.5_LON-39.1,-0.35473110011762526,4200,deep
LAT35.5_LON-39.2,-0.3489717698955591,4200,deep
LAT35.5_LON-39.3,-0.35329498676232196,4200,deep
LAT35.5_LON-39.4,-0.34749612690348836,4200,deep
LAT35.5_LON-39.5,-0.34793820184071966,4200,deep
LAT35.5_LON-39.9,-0.35344772946812575,4200,deep
LAT35.6_LON-30.1,-0.35165542015240847,4200,deep
LAT35.6_LON-30.2,-0.3500832463462159,4200,deep
LAT35.6_LON-30.5,-0.3521369749723036,4200,deep
LAT35.6_LON-30.6,-0.3495053648640398,4200,deep
LAT35.6_LON-30.9,-0.3514452911575457,4200,deep
LAT35.6_LON-31.1,-0.3487518884728609,4200,deep
LAT35.6_LON-31.2,-0.35935930610802924,4200,deep
LAT35.6_LON-31.6,-0.34752735015332464,4200,deep
LAT35.6_LON-32.2,-0.3527049947774234,4200,deep
LAT35.6_LON-32.4,-0.34919628007279413,4200,deep
LAT35.6_LON-32.5,-0.35420692187753783,4200,deep
LAT35.6_LON-32.8,-0.3514452911575457,4200,deep
LAT35.6_LON-33.0,-0.3514886627626702,4200,deep
LAT35.6_LON-33.1,-0.35396501780678763,4200,deep
LAT35.6_LON-33.2,-0.3556979068843563,4200,deep
LAT35.6_LON-33.3,-0.3547719555018007,4200,deep
LAT35.6_LON-33.5,-0.3641631270650266,4200,deep
LAT35.6_LON-33.7,-0.35883068793385015,4200,deep
LAT35.6_LON-33.8,-0.3538537799579894,4200,deep
LAT35.6_LON-33.9,-0.3514263680030212,4200,deep
LAT35.6_LON-34.0,-0.3544035707647072,4200,deep
LAT35.6_LON-34.1,-0.3508393023891546,4200,deep
LAT35.6_LON-34.2,-0.35018560959272355,4200,deep
LAT35.6_LON-34.3,-0.3475494634725293,4200,deep
LAT35.6_LON-34.4,-0.3525096621714586,4200,deep
LAT35.6_LON-34.5,-0.3565916237333684,4200,deep
LAT35.6_LON-34.6,-0.35312969631785307,4200,deep
LAT35.6_LON-34.7,-0.35059995506304964,4200,deep
LAT35.6_LON-34.8,-0.3508762025811827,4200,deep
LAT35.6_LON-34.9,-0.3495872083372009,4200,deep
LAT35.6_LON-35.0,-0.3487082935322987,4200,deep
LAT35.6_LON-35.2,-0.35414571437518594,4200,deep
LAT35.6_LON-35.4,-0.35105356362023155,4200,deep
LAT35.6_LON-35.6,-0.3545767635742004,4200,deep
LAT35.6_LON-35.7,-0.3502645348539699,4200,deep
LAT35.6_LON-35.8,-0.34750449233620656,4200,deep
LAT35.6_LON-35.9,-0.3475494634725293,4200,deep
LAT35.6_LON-36.0,-0.3528798405470561,4200,deep
LAT35.6_LON-36.3,-0.34804659150535566,4200,deep
LAT35.6_LON-36.5,-0.3539708095862111,4200,deep
LAT35.6_LON-36.6,-0.3514575730283003,4200,deep
LAT35.6_LON-36.8,-0.3487155868804416,4200,deep
LAT35.6_LON-37.0,-0.35171520179050764,4200,deep
LAT35.6_LON-37.3,-0.3527784782077889,4200,deep
LAT35.6_LON-37.4,-0.3559184309704015,4200,deep
LAT35.6_LON-37.5,-0.35080812047810733,4200,deep
LAT35.6_LON-37.6,-0.3512185885746894,4200,deep
LAT35.6_LON-37.9,-0.35196580446764736,4200,deep
LAT35.6_LON-38.0,-0.35542387337971054,4200,deep
LAT35.6_LON-38.1,-0.35375698052598525,4200,deep
LAT35.6_LON-38.2,-0.35096458282170323,4200,deep
LAT35.6_LON-38.3,-0.3475494634725293,4200,deep
LAT35.6_LON-38.4,-0.3534583186418424,4200,deep
LAT35.6_LON-38.5,-0.3498603762744006,4200,deep
LAT35.6_LON-38.6,-0.3492164852436501,4200,deep
LAT35.6_LON-38.7,-0.35298954268325433,4200,deep
LAT35.6_LON-38.8,-0.35197133599187846,4200,deep
LAT35.6_LON-38.9,-0.3526706819469742,4200,deep
LAT35.6_LON-39.0,-0.3533958841111364,4200,deep
LAT35.6_LON-39.1,-0.34921480680920103,4200,deep
LAT35.6_LON-39.2,-0.3471900478184443,4200,deep
LAT35.6_LON-39.4,-0.3542258999300745,4200,deep
LAT35.6_LON-39.5,-0.3530161391951858,4200,deep
LAT35.6_LON-39.6,-0.3520652839990033,4200,deep
LAT35.6_LON-39.8,-0.3498484621218435,4200,deep
LAT35.6_LON-39.9,-0.35394276011447884,4200,deep
LAT35.6_LON-40.0,-0.3541483781189204,4200,deep
LAT35.7_LON-30.1,-0.3532164613050764,4200,deep
LAT35.7_LON-30.2,-0.3540868831689088,4200,deep
LAT35.7_LON-30.3,-0.35269827003440385,4200,deep
LAT35.7_LON-30.4,-0.35164630968223776,4200,deep
LAT35.7_LON-30.5,-0.35007806813046605,4200,deep
LAT35.7_LON-30.6,-0.3539874706788753,4200,deep
LAT35.7_LON-30.7,-0.3527310920596959,4200,deep
LAT35.7_LON-30.8,-0.35289860478999957,4200,deep
LAT35.7_LON-31.0,-0.35187943298600843,4200,deep
LAT35.7_LON-31.1,-0.35323853696636126,4200,deep
LAT35.7_LON-31.5,-0.3529722052570074,4200,deep
LAT35.7_LON-31.8,-0.3512633325103199,4200,deep
LAT35.7_LON-31.9,-0.352299281460549,4200,deep
LAT35.7_LON-32.0,-0.3522028033192351,4200,deep
LAT35.7_LON-32.2,-0.3568908966679836,4200,deep
LAT35.7_LON-32.5,-0.35003695319557376,4200,deep
LAT35.7_LON-32.6,-0.34863248419146675,4200,deep
LAT35.7_LON-32.7,-0.351016416701027,4200,deep
LAT35.7_LON-33.0,-0.3534575158161065,4200,deep
LAT35.7_LON-33.2,-0.3531429365657107,4200,deep
LAT35.7_LON-33.3,-0.35138176701947865,4200,deep
LAT35.7_LON-33.4,-0.35186419656679924,4200,deep
LAT35.7_LON-33.5,-0.350960134019645,4200,deep
LAT35.7_LON-33.6,-0.3516279491844137,4200,deep
LAT35.7_LON-33.7,-0.350414014601906,4200,deep
LAT35.7_LON-33.8,-0.35139938167782897,4200,deep
LAT35.7_LON-33.9,-0.3514914001424679,4200,deep
LAT35.7_LON-34.0,-0.351971663696183,4200,deep
LAT35.7_LON-34.1,-0.34781158180739247,4200,deep
LAT35.7_LON-34.2,-0.35278412752815286,4200,deep
LAT35.7_LON-34.3,-0.3508337411897659,4200,deep
LAT35.7_LON-34.4,-0.35238221255813995,4200,deep
LAT35.7_LON-34.5,-0.34937680702992335,4200,deep
LAT35.7_LON-34.6,-0.3726079999552324,4200,deep
LAT35.7_LON-34.8,-0.3543466256492234,4200,deep
LAT35.7_LON-34.9,-0.34945866881732085,4200,deep
LAT35.7_LON-35.0,-0.3521815451896637,4200,deep
LAT35.7_LON-35.2,-0.3548464241727293,4200,deep
LAT35.7_LON-35.4,-0.3531255100951514,4200,deep
LAT35.7_LON-35.5,-0.3604379453877553,4200,deep
LAT35.7_LON-35.6,-0.3514327359296478,4200,deep
LAT35.7_LON-35.7,-0.3497349761378586,4200,deep
LAT35.7_LON-35.8,-0.3531429365657107,4200,deep
LAT35.7_LON-36.0,-0.35320349694272707,4200,deep
LAT35.7_LON-36.1,-0.3508653233964638,4200,deep
LAT35.7_LON-36.5,-0.3482494542393089,4200,deep
LAT35.7_LON-36.6,-0.3531627351523019,4200,deep
LAT35.7_LON-36.9,-0.34923951905802353,4200,deep
LAT35.7_LON-37.1,-0.3492222732792386,4200,deep
LAT35.7_LON-37.3,-0.34859334385814056,4200,deep
LAT35.7_LON-37.4,-0.3726079999552324,4200,deep
LAT35.7_LON-37.5,-0.3497349761378586,4200,deep
LAT35.7_LON-37.6,-0.3534575158161065,4200,deep
LAT35.7_LON-37.8,-0.3472899352762373,4200,deep
LAT35.7_LON-38.0,-0.3551771570799551,4200,deep
LAT35.7_LON-38.1,-0.34780045284840466,4200,deep
LAT35.7_LON-38.3,-0.35012425967742244,4200,deep
